id,bus_type,operation_company,line_name,weekday_rate,saturday_rate,holiday_rate,note,created_at,updated_at
1,1,弘南バス（株）,アップル号,1.0,1.0,1.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
2,1,宮城交通（株）,ポーラスター,1.0,1.0,1.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
3,3,稲敷市,佐原・江戸崎線（水神・西代経由）,9.0,9.0,9.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
4,1,関東鉄道（株）,135,18.0,16.5,16.5,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
5,1,関東鉄道（株）,カシマサッカースタジアム～鹿島神宮駅～鹿島セントラルホテル～東京駅線,29.0,29.0,29.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
6,1,関東鉄道（株）,つくばセンター～羽田空港国際ターミナル,6.0,6.0,6.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
7,1,関東鉄道（株）,つくば号,21.5,18.5,18.5,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
8,1,関東鉄道（株）,ミッドナイトつくば号,0.5,0.5,0.5,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
9,1,関東鉄道（株）,ミッドナイトみと号,0.5,0.5,0.5,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
10,1,関東鉄道（株）,茨木空港～東京駅,3.0,3.0,3.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
11,1,関東鉄道（株）,海岸線,12.0,14.0,14.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
12,1,関東鉄道（株）,関鉄江戸崎～東京駅,4.0,4.0,4.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
13,1,関東鉄道（株）,岩井バスターミナル～東京駅,9.0,9.0,9.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
14,1,関東鉄道（株）,鹿島神宮駅～羽田空港国際線,3.0,3.0,3.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
15,1,関東鉄道（株）,鹿島神宮駅～東京テレポート,4.0,4.0,4.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
16,1,関東鉄道（株）,水戸駅～東京線（茨大）,5.0,4.5,4.5,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
17,1,関東鉄道（株）,水戸駅～東京線（県庁）,3.0,4.0,4.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
18,1,関東鉄道（株）,水戸駅～東京線（赤塚）,9.5,9.5,9.5,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
19,1,関東鉄道（株）,水戸駅南口～あべの橋駅（JR天王寺駅）,1.0,1.0,1.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
20,1,関東鉄道（株）,土浦駅東口～成田空港第1PTB,3.0,3.0,3.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
21,1,関東鉄道（株）,波崎～東京駅,4.0,4.0,4.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
22,1,関東鉄道（株）,波崎高校・波崎柳川高校スクール,0.9,0.0,0.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
23,1,関東鉄道（株）,利根川線,16.3,12.5,12.5,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
24,1,関鉄観光バス（株）,1＿01,2.0,2.5,2.5,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
25,1,関鉄観光バス（株）,1＿02,3.0,2.5,2.5,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
26,1,関鉄観光バス（株）,1＿03,0.0,0.5,0.5,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
27,1,関鉄観光バス（株）,1＿04,1.0,0.0,0.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
28,1,関鉄パープルバス（株）,300-1,2.0,2.0,3.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
29,1,関鉄パープルバス（株）,300-5,1.0,1.0,0.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
30,1,関鉄パープルバス（株）,301-1,3.0,3.0,3.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
31,1,関鉄パープルバス（株）,310-1,4.0,4.0,4.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
32,1,関鉄パープルバス（株）,310-5,4.0,4.0,4.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
33,1,関鉄グリーンバス（株）,800-1,6.0,6.0,6.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
34,1,茨城交通（株）,茨城交通大子営業所～新宿駅,9.0,9.0,9.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
35,1,茨城交通（株）,茨大,10.0,10.5,10.5,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
36,1,茨城交通（株）,県庁,15.0,17.0,17.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
37,1,茨城交通（株）,原子力機構前～東京駅,7.0,7.0,7.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
38,1,茨城交通（株）,赤塚,26.5,30.5,30.5,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
39,1,茨城交通（株）,日立駅前中央～羽田空港,1.0,1.0,1.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
40,1,茨城交通（株）,日立駅前中央～成田空港,3.0,3.0,3.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
41,1,関東自動車（株）,サルビア号,3.0,3.0,3.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
42,1,関東自動車（株）,マロニエ号　成田空港,5.0,5.0,5.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
43,1,関東自動車（株）,メープル号,3.0,3.0,3.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
44,1,関越交通（株）,アザレア号,14.0,14.0,14.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
45,1,茨城急行自動車（株）,007,1.0,1.0,1.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
46,1,茨城急行自動車（株）,008,22.0,18.0,18.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
47,1,茨城急行自動車（株）,017,16.0,16.0,16.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
48,1,国際十王交通（株）,成田空港線,2.0,2.0,2.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
49,3,市川市,南部ルート,26.0,26.0,26.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
50,3,市川市,北東部ルート,14.5,14.5,14.5,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
51,3,佐倉市,印旛学園線,11.0,11.0,11.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
52,3,佐倉市,観光循環バス,0.0,8.0,8.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
53,3,佐倉市,内郷往復ルート,6.5,6.5,6.5,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
54,3,佐倉市,飯野往復ルート,6.0,6.0,6.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
55,3,旭市,旭地区ルート,8.0,5.0,5.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
56,3,旭市,海上地区ルート,7.0,6.0,6.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
57,3,旭市,干潟地区ルート,8.0,4.0,4.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
58,3,旭市,飯岡地区ルート,10.0,10.0,10.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
59,3,習志野市,京成大久保駅ルート,31.0,16.0,16.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
60,3,習志野市,京成津田沼駅海浜ルート,26.0,26.0,26.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
61,3,習志野市,京成津田沼駅内陸ルート,26.0,26.0,26.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
62,3,勝浦市,なかよし号,0.6,0.0,0.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
63,3,勝浦市,ふれあい号,3.6,0.0,0.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
64,3,市原市,コスモス南総,7.5,4.0,0.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
65,3,市原市,朝夕急行路線,14.0,8.0,0.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
66,3,市原市,日中普通路線,7.5,7.0,0.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
67,3,我孫子市,1新木ルート,2.0,2.0,2.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
68,3,我孫子市,2船戸・台田ルート,7.0,7.0,7.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
69,3,我孫子市,3栄・泉・並木ルート,2.0,2.0,2.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
70,3,我孫子市,4栄・泉・並木ルート,4.0,4.0,4.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
71,3,我孫子市,5栄・泉・並木ルート,5.0,5.0,5.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
72,3,我孫子市,6新木ルート,8.0,8.0,8.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
73,3,我孫子市,7布施ルート,7.0,7.0,7.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
74,3,鴨川市,2-1（北ルート）,3.0,3.0,3.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
75,3,鴨川市,2-2（北ルート）,1.0,1.0,1.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
76,3,鴨川市,2-3（南ルート）,3.0,3.0,3.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
77,3,鴨川市,2-4（南ルート）,3.0,3.0,3.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
78,3,鴨川市,2-5（南ルート）,1.0,1.0,1.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
79,3,鴨川市,2-6（清澄ルート）,6.0,6.0,6.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
80,3,鎌ヶ谷市,ききょう西線,4.5,0.0,0.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
81,3,鎌ヶ谷市,ききょう東線,6.0,0.0,0.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
82,3,鎌ヶ谷市,ききょう東線2,4.0,0.0,0.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
83,3,君津市,せせらぎ号,6.0,6.0,6.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
84,3,君津市,小糸川循環線,18.0,15.0,15.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
85,3,君津市,植畑コース,3.0,3.0,3.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
86,3,君津市,人見・大和田・神門線,23.0,19.0,19.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
87,3,君津市,清和中コース,5.0,3.5,3.5,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
88,3,君津市,風っ子号,6.0,6.0,6.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
89,3,浦安市,医療センター線,40.0,40.0,40.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
90,3,浦安市,舞浜線,40.0,40.0,40.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
91,3,四街道市,市内循環,20.0,20.0,20.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
92,3,印西市,西ルート,10.0,10.0,0.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
93,3,印西市,中ルート,10.0,10.0,0.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
94,3,印西市,東ルート,10.0,10.0,0.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
95,3,印西市,南ルート,8.0,8.0,0.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
96,3,印旛村,印旛学園線,11.0,11.0,11.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
97,3,印旛村,宗像路線,10.0,10.0,10.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
98,3,印旛村,六合路線,33.5,33.5,20.5,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
99,3,香取市,高萩ルート,3.0,0.0,0.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
100,3,香取市,山倉線・府馬線,2.0,0.0,0.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
101,3,香取市,小見川線,1.5,0.0,0.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
102,3,香取市,西田部・苅毛ルート,2.0,0.0,0.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
103,3,香取市,大戸・瑞穂ルート,5.0,0.0,0.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
104,3,香取市,沢ルート,3.0,0.0,0.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
105,3,香取市,府馬線,1.0,0.0,0.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
106,3,香取市,府馬線・小見川線,2.0,0.0,0.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
107,3,香取市,北佐原・新島ルート,4.0,0.0,0.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
108,3,山武市,西ルート,6.0,4.0,0.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
109,3,山武市,東ルート,6.0,4.0,0.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
110,3,山武市,南ルート,6.0,4.0,0.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
111,3,山武市,北ルート,6.0,4.0,0.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
112,3,いすみ市,シャトルバス,5.0,5.0,5.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
113,3,いすみ市,市内循環線,23.0,23.0,23.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
114,3,いすみ市,東線,4.0,0.0,0.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
115,3,いすみ市,浪花線,5.0,0.0,0.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
116,3,栄町,安食循環ルート,7.0,7.0,0.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
117,3,栄町,布鎌循環ルート,7.0,7.0,0.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
118,3,芝山町,ふれあいバス,6.5,6.5,6.5,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
119,3,横芝光町,上堺鳥喰循環,4.0,4.0,4.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
120,3,横芝光町,大総栗山循環,4.0,4.0,4.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
121,3,横芝光町,東陽白浜循環,4.0,4.0,4.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
122,3,横芝光町,日吉南条循環,4.0,4.0,4.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
123,3,鋸南町,赤・青バス,10.0,6.0,6.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
124,1,小湊鉄道,JR千葉駅～季美の森・サンライズ九十九島・白子車庫・白子中里,9.0,9.0,9.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
125,1,小湊鉄道,横浜駅・羽田空港～茂原・大多喜・いすみ・御宿・松野・勝浦・小湊,12.0,12.0,12.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
126,1,小湊鉄道,鎌01,35.0,22.0,22.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
127,1,小湊鉄道,鎌02,11.0,11.0,11.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
128,1,小湊鉄道,鎌03,4.0,0.0,0.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
129,1,小湊鉄道,鎌04,23.0,23.0,23.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
130,1,小湊鉄道,鎌05,2.0,0.0,0.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
131,1,小湊鉄道,喜01,2.5,0.0,0.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
132,1,小湊鉄道,喜02,0.8,0.0,0.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
133,1,小湊鉄道,喜03,1.7,0.0,0.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
134,1,小湊鉄道,牛01,0.0,0.0,1.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
135,1,小湊鉄道,牛02,1.5,0.0,0.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
136,1,小湊鉄道,牛03,0.5,0.5,0.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
137,1,小湊鉄道,牛05,5.5,5.5,4.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
138,1,小湊鉄道,牛06,2.5,2.5,2.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
139,1,小湊鉄道,五01,34.0,17.0,10.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
140,1,小湊鉄道,五02,2.0,2.0,1.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
141,1,小湊鉄道,五03,18.0,14.0,14.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
142,1,小湊鉄道,五04,1.0,1.0,0.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
143,1,小湊鉄道,五05,999.9,999.9,999.9,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
144,1,小湊鉄道,五06,1.0,1.0,0.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
145,1,小湊鉄道,五07,3.0,1.5,0.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
146,1,小湊鉄道,五08,999.9,999.9,999.9,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
147,1,小湊鉄道,五21,17.0,16.0,12.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
148,1,小湊鉄道,五22,4.0,4.0,5.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
149,1,小湊鉄道,五23,19.0,13.0,8.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
150,1,小湊鉄道,五24,1.0,0.0,0.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
151,1,小湊鉄道,五28,0.0,0.0,0.5,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
152,1,小湊鉄道,五井～新宿,7.0,7.0,7.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
153,1,小湊鉄道,五井駅～横浜駅線,12.0,12.0,12.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
154,1,小湊鉄道,姉01,7.0,6.0,4.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
155,1,小湊鉄道,姉02,37.0,27.0,25.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
156,1,小湊鉄道,姉04,7.0,3.0,0.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
157,1,小湊鉄道,姉05,10.0,10.0,5.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
158,1,小湊鉄道,姉08,0.0,0.0,0.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
159,1,小湊鉄道,姉10,999.9,999.9,999.9,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
160,1,小湊鉄道,姉21,999.9,999.9,999.9,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
161,1,小湊鉄道,姉23,999.9,999.9,999.9,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
162,1,小湊鉄道,姉24,16.0,11.0,14.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
163,1,小湊鉄道,姉25,5.0,0.0,3.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
164,1,小湊鉄道,姉26,1.0,0.0,0.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
165,1,小湊鉄道,姉27,4.0,4.0,1.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
166,1,小湊鉄道,姉28,2.0,8.0,2.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
167,1,小湊鉄道,勝01,3.0,3.0,3.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
168,1,小湊鉄道,勝02,2.0,2.0,2.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
169,1,小湊鉄道,勝03,3.0,3.0,3.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
170,1,小湊鉄道,勝04,0.0,4.0,4.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
171,1,小湊鉄道,勝05,2.0,2.0,2.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
172,1,小湊鉄道,勝06,0.0,0.0,0.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
173,1,小湊鉄道,勝07,1.0,1.0,0.5,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
174,1,小湊鉄道,勝08,3.5,2.5,2.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
175,1,小湊鉄道,勝09,4.0,4.5,3.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
176,1,小湊鉄道,勝10,1.0,0.0,0.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
177,1,小湊鉄道,勝11,7.0,6.0,4.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
178,1,小湊鉄道,勝12,2.0,2.0,1.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
179,1,小湊鉄道,勝13,1.0,1.0,0.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
180,1,小湊鉄道,勝14,18.0,19.0,15.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
181,1,小湊鉄道,千01,1.0,1.0,1.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
182,1,小湊鉄道,千02,21.0,21.0,21.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
183,1,小湊鉄道,千03,18.0,15.0,15.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
184,1,小湊鉄道,千04,13.0,13.0,14.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
185,1,小湊鉄道,千05,28.0,28.0,28.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
186,1,小湊鉄道,千07,1.0,1.0,1.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
187,1,小湊鉄道,千08,0.5,0.0,0.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
188,1,小湊鉄道,千09,10.0,10.0,10.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
189,1,小湊鉄道,千21,6.0,6.0,4.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
190,1,小湊鉄道,千22,36.0,36.0,29.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
191,1,小湊鉄道,千23,7.0,7.0,5.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
192,1,小湊鉄道,千25,2.0,2.0,2.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
193,1,小湊鉄道,千27,10.0,8.0,8.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
194,1,小湊鉄道,千28,0.0,0.5,0.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
195,1,小湊鉄道,千41,9.0,8.0,8.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
196,1,小湊鉄道,千42,9.0,5.0,5.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
197,1,小湊鉄道,千51,30.0,30.0,30.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
198,1,小湊鉄道,千61,26.0,12.0,12.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
199,1,小湊鉄道,千62,0.0,6.0,6.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
200,1,小湊鉄道,千63,0.0,0.0,0.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
201,1,小湊鉄道,千71,3.0,2.0,0.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
202,1,小湊鉄道,蘇01,1.0,0.0,0.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
203,1,小湊鉄道,蘇02,9.0,9.0,9.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
204,1,小湊鉄道,蘇03,16.0,11.0,11.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
205,1,小湊鉄道,蘇04,0.5,0.5,0.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
206,1,小湊鉄道,蘇05,4.0,3.0,3.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
207,1,小湊鉄道,蘇我駅～羽田空港線,11.0,11.0,11.0,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
208,1,小湊鉄道,大01,1.5,2.0,0.5,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
209,1,小湊鉄道,大02,999.9,999.9,999.9,"",2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
