id,bus_route_id,bus_stop_id,bus_stop_number,created_at,updated_at
52,288,14,,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
53,290,14,,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
54,291,14,,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
55,292,14,,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
56,293,14,,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
57,294,14,,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
58,878,14,,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
59,874,15,,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
60,886,15,,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
61,884,15,,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
62,284,16,,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
63,873,16,,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
64,719,16,,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
65,878,16,,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
66,878,17,,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
67,285,17,,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
68,878,18,,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
69,883,18,,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
70,285,18,,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
71,878,19,,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
72,285,19,,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
73,878,20,,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
74,285,20,,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
75,878,21,,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
76,285,21,,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
77,284,22,,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
78,286,22,,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
79,287,22,,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
80,288,22,,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
81,289,22,,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
82,295,22,,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
83,873,22,,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
