id,gml_id,coordinates,bus_route_id,created_at,updated_at
4467,db/N07-11_12.xml/cv4467,"[[35.7730238,140.38431267],[35.77256225,140.38336448],[35.76755285,140.38701801],[35.76443778,140.38481667],[35.76399639,140.38512222],[35.76410611,140.38803361],[35.76443861,140.38863528],[35.76512278,140.38914583],[35.76596611,140.389285],[35.766445,140.38912611],[35.7730238,140.38431267]]",1221,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
4468,db/N07-11_12.xml/cv4468,"[[35.63822767,139.93059903],[35.63801178,139.9303976],[35.63855335,139.92978181]]",1222,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
4469,db/N07-11_12.xml/cv4469,"[[35.63827606,139.9292338],[35.63855335,139.92978181]]",1222,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
4470,db/N07-11_12.xml/cv4470,"[[35.63855335,139.92978181],[35.63913453,139.9292214]]",1222,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
4471,db/N07-11_12.xml/cv4471,"[[35.63913453,139.9292214],[35.63620397,139.92594497],[35.636494,139.92558553],[35.63618256,139.92523973]]",1222,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
4472,db/N07-11_12.xml/cv4472,"[[35.63913453,139.9292214],[35.64384841,139.92345159],[35.64677619,139.91949425]]",1222,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
4473,db/N07-11_12.xml/cv4473,"[[35.64677619,139.91949425],[35.6511725,139.91392611]]",1222,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
4474,db/N07-11_12.xml/cv4474,"[[35.64715195,139.91986014],[35.64677619,139.91949425]]",1222,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
4475,db/N07-11_12.xml/cv4475,"[[35.65030492,139.91254372],[35.65010761,139.91271138],[35.6511725,139.91392611]]",1222,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
4476,db/N07-11_12.xml/cv4476,"[[35.6511725,139.91392611],[35.65304574,139.91176664],[35.65322306,139.91134333],[35.6551245,139.90897484],[35.63961349,139.89045135],[35.63835056,139.88841917],[35.63769833,139.88648305],[35.63748532,139.88416808],[35.63784398,139.88124368],[35.64023062,139.87455267]]",1222,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
4477,db/N07-11_12.xml/cv4477,"[[35.63822767,139.93059903],[35.63801178,139.9303976],[35.63855335,139.92978181]]",1223,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
4478,db/N07-11_12.xml/cv4478,"[[35.63855335,139.92978181],[35.63827606,139.9292338]]",1223,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
4479,db/N07-11_12.xml/cv4479,"[[35.63913453,139.9292214],[35.63620397,139.92594497],[35.636494,139.92558553],[35.63618256,139.92523973]]",1223,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
4480,db/N07-11_12.xml/cv4480,"[[35.63913453,139.9292214],[35.63855335,139.92978181]]",1223,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
4481,db/N07-11_12.xml/cv4481,"[[35.64677619,139.91949425],[35.64384841,139.92345159],[35.63913453,139.9292214]]",1223,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
4482,db/N07-11_12.xml/cv4482,"[[35.64715195,139.91986014],[35.64677619,139.91949425]]",1223,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
4483,db/N07-11_12.xml/cv4483,"[[35.6511725,139.91392611],[35.65010761,139.91271138],[35.65030492,139.91254372]]",1223,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
4484,db/N07-11_12.xml/cv4484,"[[35.6511725,139.91392611],[35.64677619,139.91949425]]",1223,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
4485,db/N07-11_12.xml/cv4485,"[[35.7730238,140.38431267],[35.77359528,140.38548667],[35.77650917,140.38329111],[35.77713444,140.38315306],[35.77749167,140.38361972],[35.77720389,140.38436917],[35.77606611,140.38559167],[35.77490366,140.38616208],[35.77301953,140.38742937]]",1223,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
4486,db/N07-11_12.xml/cv4486,"[[35.7730238,140.38431267],[35.77610167,140.38210417],[35.78189716,140.37717425],[35.78276333,140.37622472],[35.78393444,140.37455297],[35.7847036,140.3729852],[35.78510222,140.37170528],[35.7854125,140.370175],[35.78558331,140.36806443],[35.78532807,140.36491674],[35.78468972,140.36216],[35.7820752,140.35475877],[35.78182722,140.35280111],[35.78202611,140.34915472],[35.78283869,140.34448269],[35.77783139,140.34171444],[35.77421528,140.33862417],[35.77273111,140.33705393],[35.77086972,140.33466139],[35.76542952,140.32668459],[35.76383556,140.32486917],[35.76146843,140.32273561],[35.75911361,140.3211575],[35.75030359,140.31663772],[35.74851756,140.31541895],[35.74576149,140.31321314],[35.7418925,140.30917056],[35.73599639,140.30122667],[35.73406694,140.2988925],[35.73116444,140.2960675],[35.72757278,140.29342139],[35.72519694,140.29204972],[35.71547028,140.28785861],[35.71190528,140.28574417],[35.70942361,140.28360583],[35.707495,140.28150667],[35.70566111,140.27892222],[35.70471861,140.27731667],[35.70381111,140.27559028],[35.70261722,140.27270278],[35.69960021,140.26271722],[35.6984575,140.25989667],[35.69650222,140.25611583],[35.69018528,140.247075],[35.68853444,140.24336833],[35.68735917,140.23917694],[35.68637611,140.22826111],[35.68573361,140.22482528],[35.6838,140.21756111],[35.683015,140.21394806],[35.68225945,140.20753028],[35.68214641,140.20289818],[35.68229611,140.19885528],[35.68295945,140.19223417],[35.68418417,140.18386444],[35.68444972,140.17993667],[35.68441028,140.17693417],[35.68393194,140.17154222],[35.6826525,140.16404528],[35.68230528,140.16106611],[35.68180194,140.14910667],[35.6811802,140.14503901],[35.68032889,140.14167444],[35.67862528,140.13778444],[35.67475167,140.13161472],[35.67314444,140.128485],[35.67199278,140.1248425],[35.67101583,140.11914083],[35.67029694,140.11653389],[35.66906,140.11421639],[35.66612361,140.11078889],[35.66540222,140.10964806],[35.66486222,140.10774222],[35.66451528,140.10527],[35.66370564,140.10322886],[35.6628649,140.10212169],[35.66200677,140.10133627],[35.6584225,140.09954028],[35.65649213,140.09765912],[35.65580694,140.09677028],[35.65366333,140.09289417],[35.65248528,140.09123861],[35.64290369,140.07941023],[35.64228639,140.07832556],[35.64182667,140.07692583],[35.64154639,140.07471944],[35.64205861,140.07195028],[35.64331889,140.06984722],[35.64654181,140.06606668],[35.64785141,140.06387931],[35.6487991,140.06062969],[35.65005278,140.05352722],[35.65123921,140.04980552],[35.65296639,140.04590111],[35.65718861,140.0384225],[35.65789472,140.03689139],[35.6592275,140.03275722],[35.66011917,140.0285875],[35.66144417,140.02473528],[35.66222445,140.02295167],[35.67233028,140.00578944],[35.67334917,140.00467917],[35.67440333,140.00386694],[35.67865139,140.00177444],[35.67977667,140.000515],[35.68479111,139.99039972],[35.69199,139.96335222],[35.6925625,139.95980639],[35.69236833,139.95751],[35.69173889,139.95520833],[35.69024361,139.95249861],[35.6822725,139.9394175],[35.68047861,139.93671194],[35.67859737,139.93430997],[35.67054667,139.92524417],[35.66879194,139.92337222],[35.66148306,139.91648528],[35.6551479,139.9090029],[35.65351889,139.91094889],[35.65304574,139.91176664],[35.6511725,139.91392611]]",1223,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
4487,db/N07-11_12.xml/cv4487,"[[35.7730238,140.38431267],[35.77256225,140.38336448],[35.76755285,140.38701801],[35.76443778,140.38481667],[35.76399639,140.38512222],[35.76410611,140.38803361],[35.76443861,140.38863528],[35.76512278,140.38914583],[35.76596611,140.389285],[35.766445,140.38912611],[35.7730238,140.38431267]]",1223,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
4488,db/N07-11_12.xml/cv4488,"[[35.7730238,140.38431267],[35.77359528,140.38548667],[35.77650917,140.38329111],[35.77713444,140.38315306],[35.77749167,140.38361972],[35.77720389,140.38436917],[35.77606611,140.38559167],[35.77490366,140.38616208],[35.77301953,140.38742937]]",1224,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
4489,db/N07-11_12.xml/cv4489,"[[35.7730238,140.38431267],[35.77610167,140.38210417],[35.78189716,140.37717425],[35.78276333,140.37622472],[35.78393444,140.37455297],[35.7847036,140.3729852],[35.78510222,140.37170528],[35.7854125,140.370175],[35.78558331,140.36806443],[35.78532807,140.36491674],[35.78468972,140.36216],[35.7820752,140.35475877],[35.78182722,140.35280111],[35.78202611,140.34915472],[35.78283869,140.34448269],[35.77783139,140.34171444],[35.77421528,140.33862417],[35.77273111,140.33705393],[35.77086972,140.33466139],[35.76542952,140.32668459],[35.76383556,140.32486917],[35.76146843,140.32273561],[35.75911361,140.3211575],[35.75030359,140.31663772],[35.74851756,140.31541895],[35.74576149,140.31321314],[35.7418925,140.30917056],[35.73599639,140.30122667],[35.73406694,140.2988925],[35.73116444,140.2960675],[35.72757278,140.29342139],[35.72519694,140.29204972],[35.71547028,140.28785861],[35.71190528,140.28574417],[35.70942361,140.28360583],[35.707495,140.28150667],[35.70566111,140.27892222],[35.70471861,140.27731667],[35.70381111,140.27559028],[35.70261722,140.27270278],[35.69960021,140.26271722],[35.6984575,140.25989667],[35.69650222,140.25611583],[35.69018528,140.247075],[35.68853444,140.24336833],[35.68735917,140.23917694],[35.68637611,140.22826111],[35.68573361,140.22482528],[35.6838,140.21756111],[35.683015,140.21394806],[35.68225945,140.20753028],[35.68214641,140.20289818],[35.68229611,140.19885528],[35.68295945,140.19223417],[35.68418417,140.18386444],[35.68444972,140.17993667],[35.68441028,140.17693417],[35.68393194,140.17154222],[35.6826525,140.16404528],[35.68230528,140.16106611],[35.68180194,140.14910667],[35.6811802,140.14503901],[35.68032889,140.14167444],[35.67862528,140.13778444],[35.67475167,140.13161472],[35.67314444,140.128485],[35.67199278,140.1248425],[35.67101583,140.11914083],[35.67029694,140.11653389],[35.66906,140.11421639],[35.66612361,140.11078889],[35.66540222,140.10964806],[35.66486222,140.10774222],[35.66451528,140.10527],[35.66370564,140.10322886],[35.6628649,140.10212169],[35.66200677,140.10133627],[35.6584225,140.09954028],[35.65667445,140.09787778],[35.65580694,140.09677028],[35.65314278,140.09214472],[35.64290369,140.07941023],[35.64197861,140.07751],[35.64157111,140.07556944],[35.64154639,140.07471944],[35.64205861,140.07195028],[35.64331889,140.06984722],[35.64654181,140.06606668],[35.64785141,140.06387931],[35.6487991,140.06062969],[35.65005278,140.05352722],[35.65123921,140.04980552],[35.65296639,140.04590111],[35.65718861,140.0384225],[35.65789472,140.03689139],[35.6592275,140.03275722],[35.66011917,140.0285875],[35.66144417,140.02473528],[35.66222445,140.02295167],[35.67233028,140.00578944],[35.67334917,140.00467917],[35.67440333,140.00386694],[35.67865139,140.00177444],[35.67977667,140.000515],[35.68479111,139.99039972],[35.69199,139.96335222],[35.69238195,139.96146972],[35.69256444,139.95909194],[35.69214889,139.95645528],[35.69114945,139.95404055],[35.6822725,139.9394175],[35.68047861,139.93671194],[35.67833257,139.93400442],[35.66990972,139.92454611],[35.66087159,139.91583878],[35.64050528,139.89156194],[35.63898652,139.8895727],[35.63835056,139.88841917],[35.63769833,139.88648305],[35.63748532,139.88416808],[35.63758472,139.88272583],[35.63802157,139.88064881],[35.64023062,139.87455267]]",1224,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
4490,db/N07-11_12.xml/cv4490,"[[35.7730238,140.38431267],[35.77256225,140.38336448],[35.76755285,140.38701801],[35.76443778,140.38481667],[35.76399639,140.38512222],[35.76410611,140.38803361],[35.76443861,140.38863528],[35.76512278,140.38914583],[35.76596611,140.389285],[35.766445,140.38912611],[35.7730238,140.38431267]]",1224,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
4491,db/N07-11_12.xml/cv4491,"[[35.64023062,139.87455267],[35.63803953,139.88058997],[35.63758472,139.88272583],[35.63748748,139.88424018],[35.63769833,139.88648305],[35.63835056,139.88841917],[35.63896515,139.88953812],[35.64050528,139.89156194],[35.66087159,139.91583878],[35.66990972,139.92454611],[35.67833257,139.93400442],[35.68047861,139.93671194],[35.6822725,139.9394175],[35.69114945,139.95404055],[35.69214889,139.95645528],[35.69256444,139.95909194],[35.69238195,139.96146972],[35.69199,139.96335222],[35.68479111,139.99039972],[35.67977667,140.000515],[35.67853764,140.00185529],[35.67440333,140.00386694],[35.67334917,140.00467917],[35.67233028,140.00578944],[35.66222445,140.02295167],[35.66144417,140.02473528],[35.66011917,140.0285875],[35.6592275,140.03275722],[35.65789472,140.03689139],[35.65718861,140.0384225],[35.65296639,140.04590111],[35.65123921,140.04980552],[35.65005278,140.05352722],[35.6487991,140.06062969],[35.64789042,140.06380348],[35.64656283,140.06603422],[35.64331889,140.06984722],[35.64205861,140.07195028],[35.64154639,140.07471944],[35.64168306,140.07626972],[35.64197861,140.07751],[35.64286139,140.079355],[35.65314278,140.09214472],[35.65580694,140.09677028],[35.65667445,140.09787778],[35.6583824,140.09950916],[35.6619746,140.10131032],[35.66277601,140.1020235],[35.66368753,140.10319282],[35.66451528,140.10527],[35.66486222,140.10774222],[35.66540222,140.10964806],[35.66612361,140.11078889],[35.66906,140.11421639],[35.67029694,140.11653389],[35.67101583,140.11914083],[35.67199278,140.1248425],[35.67314444,140.128485],[35.67475167,140.13161472],[35.67862528,140.13778444],[35.68030722,140.14161796],[35.6811625,140.14494583],[35.68180194,140.14910667],[35.68230528,140.16106611],[35.6826525,140.16404528],[35.68393194,140.17154222],[35.68441028,140.17693417],[35.68444945,140.17990616],[35.68418417,140.18386444],[35.68295945,140.19223417],[35.68229611,140.19885528],[35.68214528,140.20284389],[35.68225945,140.20753028],[35.68300905,140.21391328],[35.6838,140.21756111],[35.68573361,140.22482528],[35.68637611,140.22826111],[35.68735917,140.23917694],[35.68853444,140.24336833],[35.69018528,140.247075],[35.69650222,140.25611583],[35.6984575,140.25989667],[35.69958402,140.26266989],[35.70261722,140.27270278],[35.70381111,140.27559028],[35.70471861,140.27731667],[35.70566111,140.27892222],[35.707495,140.28150667],[35.70942361,140.28360583],[35.71190528,140.28574417],[35.71547028,140.28785861],[35.72519694,140.29204972],[35.72757278,140.29342139],[35.73116444,140.2960675],[35.73406694,140.2988925],[35.73599639,140.30122667],[35.74183153,140.30909484],[35.74571472,140.31317],[35.74861972,140.31549639],[35.75041062,140.31670245],[35.75911361,140.3211575],[35.76154805,140.32280444],[35.76383556,140.32486917],[35.76542952,140.32668459],[35.77086972,140.33466139],[35.77266924,140.33698227],[35.77421528,140.33862417],[35.77783139,140.34171444],[35.78281373,140.34446938],[35.78202611,140.34915472],[35.78182722,140.35280111],[35.78211008,140.35487893],[35.78468972,140.36216],[35.78531168,140.36481884],[35.78558331,140.36806443],[35.7854125,140.370175],[35.78510222,140.37170528],[35.78471488,140.37295649],[35.78397461,140.37448496],[35.78276333,140.37622472],[35.78180888,140.37726761],[35.77610167,140.38210417],[35.7730238,140.38431267]]",1225,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
4492,db/N07-11_12.xml/cv4492,"[[35.7730238,140.38431267],[35.76622528,140.38922278],[35.76555472,140.38926361],[35.76495444,140.38905667],[35.76443861,140.38863528],[35.76410611,140.38803361],[35.76399639,140.38512222],[35.76443778,140.38481667],[35.76755285,140.38701801],[35.77256214,140.38336425],[35.7730238,140.38431267]]",1225,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
4493,db/N07-11_12.xml/cv4493,"[[35.7730238,140.38431267],[35.77359528,140.38548667],[35.77650917,140.38329111],[35.77713444,140.38315306],[35.77749167,140.38361972],[35.77720389,140.38436917],[35.77606611,140.38559167],[35.77490366,140.38616208],[35.77301953,140.38742937]]",1225,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
4494,db/N07-11_12.xml/cv4494,"[[35.7730238,140.38431267],[35.77359528,140.38548667],[35.77650917,140.38329111],[35.77713444,140.38315306],[35.77749167,140.38361972],[35.77720389,140.38436917],[35.77606611,140.38559167],[35.77490366,140.38616208],[35.77301953,140.38742937]]",1226,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
4495,db/N07-11_12.xml/cv4495,"[[35.7730238,140.38431267],[35.77610167,140.38210417],[35.78189716,140.37717425],[35.78276333,140.37622472],[35.78393444,140.37455297],[35.7847036,140.3729852],[35.78510222,140.37170528],[35.7854125,140.370175],[35.78558331,140.36806443],[35.78532807,140.36491674],[35.78468972,140.36216],[35.7820752,140.35475877],[35.78182722,140.35280111],[35.78202611,140.34915472],[35.78283869,140.34448269],[35.77783139,140.34171444],[35.77421528,140.33862417],[35.77273111,140.33705393],[35.77086972,140.33466139],[35.76542952,140.32668459],[35.76383556,140.32486917],[35.76146843,140.32273561],[35.75911361,140.3211575],[35.75030359,140.31663772],[35.74851756,140.31541895],[35.74576149,140.31321314],[35.7418925,140.30917056],[35.73599639,140.30122667],[35.73406694,140.2988925],[35.73116444,140.2960675],[35.72757278,140.29342139],[35.72519694,140.29204972],[35.71547028,140.28785861],[35.71190528,140.28574417],[35.70942361,140.28360583],[35.707495,140.28150667],[35.70566111,140.27892222],[35.70471861,140.27731667],[35.70381111,140.27559028],[35.70261722,140.27270278],[35.69960021,140.26271722],[35.6984575,140.25989667],[35.69650222,140.25611583],[35.69018528,140.247075],[35.68853444,140.24336833],[35.68735917,140.23917694],[35.68637611,140.22826111],[35.68573361,140.22482528],[35.6838,140.21756111],[35.683015,140.21394806],[35.68225945,140.20753028],[35.68214641,140.20289818],[35.68229611,140.19885528],[35.68295945,140.19223417],[35.68418417,140.18386444],[35.68444972,140.17993667],[35.68441028,140.17693417],[35.68393194,140.17154222],[35.6826525,140.16404528],[35.68230528,140.16106611],[35.68180194,140.14910667],[35.6811802,140.14503901],[35.68032889,140.14167444],[35.67862528,140.13778444],[35.67475167,140.13161472],[35.67314444,140.128485],[35.67199278,140.1248425],[35.67101583,140.11914083],[35.67029694,140.11653389],[35.66906,140.11421639],[35.66612361,140.11078889],[35.66540222,140.10964806],[35.66486222,140.10774222],[35.66451528,140.10527],[35.66370564,140.10322886],[35.6628649,140.10212169],[35.66200677,140.10133627],[35.6584225,140.09954028],[35.65667445,140.09787778],[35.65580694,140.09677028],[35.65314278,140.09214472],[35.64290369,140.07941023],[35.64197861,140.07751],[35.64157111,140.07556944],[35.64154639,140.07471944],[35.64205861,140.07195028],[35.64331889,140.06984722],[35.64654181,140.06606668],[35.64785141,140.06387931],[35.6487991,140.06062969],[35.65005278,140.05352722],[35.65123921,140.04980552],[35.65296639,140.04590111],[35.65718861,140.0384225],[35.65789472,140.03689139],[35.6592275,140.03275722],[35.66011917,140.0285875],[35.66144417,140.02473528],[35.66222445,140.02295167],[35.67233028,140.00578944],[35.67334917,140.00467917],[35.67440333,140.00386694],[35.67865139,140.00177444],[35.67977667,140.000515],[35.68479111,139.99039972],[35.69199,139.96335222],[35.69238195,139.96146972],[35.69256444,139.95909194],[35.69214889,139.95645528],[35.69114945,139.95404055],[35.6822725,139.9394175],[35.68047861,139.93671194],[35.67833257,139.93400442],[35.66990972,139.92454611],[35.66087159,139.91583878],[35.64050528,139.89156194],[35.63898652,139.8895727],[35.63835056,139.88841917],[35.63769833,139.88648305],[35.63748532,139.88416808],[35.63758472,139.88272583],[35.63802157,139.88064881],[35.64023062,139.87455267]]",1226,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
4496,db/N07-11_12.xml/cv4496,"[[35.7730238,140.38431267],[35.77256225,140.38336448],[35.76755285,140.38701801],[35.76443778,140.38481667],[35.76399639,140.38512222],[35.76410611,140.38803361],[35.76443861,140.38863528],[35.76512278,140.38914583],[35.76596611,140.389285],[35.766445,140.38912611],[35.7730238,140.38431267]]",1226,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
4497,db/N07-11_12.xml/cv4497,"[[35.61235604,140.11474516],[35.61196361,140.11530389],[35.61039361,140.11430222],[35.610715,140.10859528],[35.611315,140.10566222],[35.61104889,140.10503583],[35.60865965,140.10151697],[35.60921319,140.10088701],[35.61364778,140.10022111],[35.6144533,140.09966525],[35.61631311,140.09780663],[35.61468263,140.09541044],[35.61473222,140.09526663],[35.61697645,140.09283788],[35.62459556,140.08523025],[35.6268966,140.08261508],[35.62791111,140.08116139],[35.6291404,140.07855402],[35.629585,140.07646667],[35.62992861,140.07558944],[35.63129028,140.07397555],[35.62999056,140.07233417]]",1227,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
4498,db/N07-11_12.xml/cv4498,"[[35.62999056,140.07233417],[35.62954417,140.0718075],[35.62888182,140.07261846]]",1227,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
4499,db/N07-11_12.xml/cv4499,"[[35.62999056,140.07233417],[35.63042861,140.07007778],[35.63116389,140.06820389],[35.63545833,140.06205472],[35.63640831,140.06196679],[35.6372825,140.06216056],[35.63791653,140.06140764]]",1227,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
4500,db/N07-11_12.xml/cv4500,"[[35.63791653,140.06140764],[35.63691694,140.06021667],[35.63720016,140.05992641]]",1227,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
4501,db/N07-11_12.xml/cv4501,"[[35.63791653,140.06140764],[35.63956694,140.05907528],[35.6391025,140.05693083],[35.64275952,140.05182637],[35.64494438,140.04827916],[35.64785752,140.05082707],[35.64469972,140.05527083],[35.64819472,140.05856861],[35.64905709,140.05902047],[35.65005278,140.05352722],[35.65123921,140.04980552],[35.65296639,140.04590111],[35.65718861,140.0384225],[35.65789472,140.03689139],[35.6592275,140.03275722],[35.65982667,140.02977583],[35.66057389,140.02713889],[35.66176972,140.02394],[35.66290556,140.02163806],[35.67137361,140.00727194],[35.67265194,140.00538028],[35.67440333,140.00386694],[35.67851265,140.00187259],[35.67977667,140.000515],[35.68479111,139.99039972],[35.69199,139.96335222],[35.69253673,139.96023837],[35.692475,139.95812583],[35.69173889,139.95520833],[35.69024361,139.95249861],[35.6822725,139.9394175],[35.68047861,139.93671194],[35.67859759,139.93431025],[35.67155076,139.9264157],[35.67847806,139.91920417],[35.66765833,139.90577528],[35.66060306,139.91648972],[35.6583425,139.91897556],[35.65424056,139.91691306],[35.65350167,139.91639667],[35.6511725,139.91392611]]",1227,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
4502,db/N07-11_12.xml/cv4502,"[[35.6511725,139.91392611],[35.64989388,139.91554012],[35.64886033,139.91446175],[35.64958692,139.91368924]]",1227,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
4503,db/N07-11_12.xml/cv4503,"[[35.6511725,139.91392611],[35.65304574,139.91176664],[35.65322306,139.91134333],[35.6551245,139.90897484],[35.63961349,139.89045135],[35.63835056,139.88841917],[35.63769833,139.88648305],[35.63748532,139.88416808],[35.63784398,139.88124368],[35.64023062,139.87455267]]",1227,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
4504,db/N07-11_12.xml/cv4504,"[[35.64023062,139.87455267],[35.63803953,139.88058997],[35.63758472,139.88272583],[35.63748748,139.88424018],[35.63769833,139.88648305],[35.63835056,139.88841917],[35.63896515,139.88953812],[35.64050528,139.89156194],[35.66087159,139.91583878],[35.66990972,139.92454611],[35.67833257,139.93400442],[35.68047861,139.93671194],[35.6822725,139.9394175],[35.69114945,139.95404055],[35.69214889,139.95645528],[35.69256444,139.95909194],[35.69238195,139.96146972],[35.69199,139.96335222],[35.68479111,139.99039972],[35.67977667,140.000515],[35.67853764,140.00185529],[35.67440333,140.00386694],[35.67334917,140.00467917],[35.67233028,140.00578944],[35.66222445,140.02295167],[35.66144417,140.02473528],[35.66011917,140.0285875],[35.6592275,140.03275722],[35.65789472,140.03689139],[35.65718861,140.0384225],[35.65296639,140.04590111],[35.65123921,140.04980552],[35.65005278,140.05352722],[35.6487991,140.06062969],[35.64789042,140.06380348],[35.64656283,140.06603422],[35.64331889,140.06984722],[35.64205861,140.07195028],[35.64154639,140.07471944],[35.64168306,140.07626972],[35.64197861,140.07751],[35.64286139,140.079355],[35.65314278,140.09214472],[35.65580694,140.09677028],[35.65667445,140.09787778],[35.6583824,140.09950916],[35.6619746,140.10131032],[35.66277601,140.1020235],[35.66368753,140.10319282],[35.66451528,140.10527],[35.66486222,140.10774222],[35.66540222,140.10964806],[35.66612361,140.11078889],[35.66906,140.11421639],[35.67029694,140.11653389],[35.67101583,140.11914083],[35.67199278,140.1248425],[35.67314444,140.128485],[35.67475167,140.13161472],[35.67862528,140.13778444],[35.68030722,140.14161796],[35.6811625,140.14494583],[35.68180194,140.14910667],[35.68230528,140.16106611],[35.6826525,140.16404528],[35.68393194,140.17154222],[35.68441028,140.17693417],[35.68444945,140.17990616],[35.68418417,140.18386444],[35.68295945,140.19223417],[35.68229611,140.19885528],[35.68214528,140.20284389],[35.68225945,140.20753028],[35.68300905,140.21391328],[35.6838,140.21756111],[35.68573361,140.22482528],[35.68637611,140.22826111],[35.68735917,140.23917694],[35.68853444,140.24336833],[35.69018528,140.247075],[35.69650222,140.25611583],[35.6984575,140.25989667],[35.69958402,140.26266989],[35.70261722,140.27270278],[35.70381111,140.27559028],[35.70471861,140.27731667],[35.70566111,140.27892222],[35.707495,140.28150667],[35.70942361,140.28360583],[35.71190528,140.28574417],[35.71547028,140.28785861],[35.72519694,140.29204972],[35.72757278,140.29342139],[35.73116444,140.2960675],[35.73406694,140.2988925],[35.73599639,140.30122667],[35.74183153,140.30909484],[35.74571472,140.31317],[35.74861972,140.31549639],[35.75041062,140.31670245],[35.75911361,140.3211575],[35.76154805,140.32280444],[35.76383556,140.32486917],[35.76542952,140.32668459],[35.77086972,140.33466139],[35.77266924,140.33698227],[35.77421528,140.33862417],[35.77783139,140.34171444],[35.78281373,140.34446938],[35.78202611,140.34915472],[35.78182722,140.35280111],[35.78211008,140.35487893],[35.78468972,140.36216],[35.78531168,140.36481884],[35.78558331,140.36806443],[35.7854125,140.370175],[35.78510222,140.37170528],[35.78471488,140.37295649],[35.78397461,140.37448496],[35.78276333,140.37622472],[35.78180888,140.37726761],[35.77610167,140.38210417],[35.7730238,140.38431267]]",1228,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
4505,db/N07-11_12.xml/cv4505,"[[35.7730238,140.38431267],[35.76622528,140.38922278],[35.76555472,140.38926361],[35.76495444,140.38905667],[35.76443861,140.38863528],[35.76410611,140.38803361],[35.76399639,140.38512222],[35.76443778,140.38481667],[35.76755285,140.38701801],[35.77256214,140.38336425],[35.7730238,140.38431267]]",1228,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
4506,db/N07-11_12.xml/cv4506,"[[35.7730238,140.38431267],[35.77359528,140.38548667],[35.77650917,140.38329111],[35.77713444,140.38315306],[35.77749167,140.38361972],[35.77720389,140.38436917],[35.77606611,140.38559167],[35.77490366,140.38616208],[35.77301953,140.38742937]]",1228,2026-05-04 18:27:34 UTC,2026-05-04 18:27:34 UTC
